Performance Date,Play 1 Title,Author 1 Name,Play 1 Genre,Play 1 # of Acts,Play 1 Date of Premier,Play 1 Box Office Receipts,Play 2 Title,Author 2 Name,Play 2 Genre,Play 2 # of Acts,Play 2 Date of Premier,Play 2 Box Office Receipts,Play 3,Company Director,Day of the Week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Diciembre 1764,*Los cazadores,,Zarzuela,,,3932,Los cazadores,,Entremés,1,,,Fin de fiesta,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Diciembre 1764,*Los cazadores,,Zarzuela,,,3322,Los cazadores,,Entremés,1,,,Fin de fiesta,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Diciembre 1764,*Los cazadores,,Zarzuela,,,4087,Los cazadores,,Entremés,1,,,Fin de fiesta,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Diciembre 1764,*El sol del mariano cielo y luz de Madrid en Roma,,,,1764,5290,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Diciembre 1764,*El sol del mariano cielo y luz de Madrid en Roma,,,,1764,5766,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Diciembre 1764,*Los cazadores,,Zarzuela,,,5431,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Diciembre 1764,*Los cazadores,,Zarzuela,,,4520,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Diciembre 1764,*Los cazadores,,Zarzuela,,,3107,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Diciembre 1764,*Los cazadores,,Zarzuela,,,5077,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31 Diciembre 1764,*Los cazadores,,Zarzuela,,,3134,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Enero 1765,*Los cazadores,,Zarzuela,,,4272,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Enero 1765,*Los cazadores,,Zarzuela,,,3312,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Enero 1765,*Los cazadores,,Zarzuela,,,3637,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Enero 1765,*Los cazadores,,Zarzuela,,,4998,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Enero 1765,*Los cazadores,,Zarzuela,,,3426,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Enero 1765,*Los cazadores,,Zarzuela,,,5276,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Enero 1765,*Los cazadores,,Zarzuela,,,3316,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Enero 1765,*Los cazadores,,Zarzuela,,,2909,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Enero 1765,*Los cazadores,,Zarzuela,,,2599,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Enero 1765,*Los cazadores,,Zarzuela,,,2292,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Enero 1765,*Los cazadores,,Zarzuela,,,1841,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Enero 1765,*Los cazadores,,Zarzuela,,,2100,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Enero 1765,*Los cazadores,,Zarzuela,,,3617,Los abusos mal tolerados (1ª parte),,Entremés,1,1764,,Sainete: Los abusos mal tolerados (2ª parte),María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,5506,,,Sainetes,1,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,2396,,,Sainetes,1,,,,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,5008,,,Sainetes,1,,,,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,5704,,,Sainetes,1,,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,3826,,,Sainetes,1,,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,3999,,,Sainetes,1,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,5874,,,Sainetes,1,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,5045,,,Sainetes,1,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,3935,,,Sainetes,1,,,,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,5692,,,Sainetes,1,,,,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,4939,,,Sainetes,1,,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,3148,,,Sainetes,1,,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,3346,,,Sainetes,1,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,4392,,,Sainetes,1,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,3468,,,Sainetes,1,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,3126,,,Sainetes,1,,,,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,2379,,,Sainetes,1,,,,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31 Enero 1765,*Pedro Vayalarde (2ª parte) ,,,,,2072,,,Sainetes,1,,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Febrero 1765,*Pedro Vayalarde (2ª parte) ,,,,,2443,,,Sainetes,1,,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Febrero 1765,*Pedro Vayalarde (2ª parte) ,,,,,2927,,,Sainetes,1,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Febrero 1765,*Pedro Vayalarde (2ª parte) ,,,,,2819,,,Sainetes,1,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Febrero 1765,*Pedro Vayalarde (2ª parte) ,,,,,2237,,,Sainetes,1,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Febrero 1765,*El paje mudo ,,Zarzuela,,,4152,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Febrero 1765,*El paje mudo ,,Zarzuela,,,3683,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Febrero 1765,*El paje mudo ,,Zarzuela,,,3791,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Febrero 1765,*El paje mudo ,,Zarzuela,,,3335,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Febrero 1765,*El paje mudo ,,Zarzuela,,,2799,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Febrero 1765,*El paje mudo ,,Zarzuela,,,3971,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Febrero 1765,*El paje mudo ,,Zarzuela,,,4607,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Febrero 1765,*El paje mudo ,,Zarzuela,,,3165,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Febrero 1765,*El paje mudo ,,Zarzuela,,,4208,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Febrero 1765,*El paje mudo ,,Zarzuela,,,4073,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Febrero 1765,*El paje mudo ,,Zarzuela,,,3771,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Febrero 1765,*El paje mudo ,,Zarzuela,,,3599,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Febrero 1765,*El paje mudo ,,Zarzuela,,,4311,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Febrero 1765,*El paje mudo ,,Zarzuela,,,4433,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Febrero 1765,*El paje mudo ,,Zarzuela,,,4157,El juicio de la mujer hace al marido discreto,,Sainete,1,,1765,Dos intermedios,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Abril 1765,El maestro de danzar,,,,,3589,Los condes,,Entremés,1,,,Sainete para empezar la temporada de Resurrección de 1765 - premier,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Abril 1765,El maestro de danzar,,,,,2867,Los condes,,Entremés,1,,,Sainete para empezar la temporada de Resurrección de 1765,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Abril 1765,El maestro de danzar,,,,,2455,Los condes,,Entremés,1,,,Sainete para empezar la temporada de Resurrección de 1765,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Abril 1765,El maestro de danzar,,,,,1945,Los condes,,Entremés,1,,,Sainete para empezar la temporada de Resurrección de 1765,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Abril 1765,El maestro de danzar,,,,,2123,Los condes,,Entremés,1,,,Sainete para empezar la temporada de Resurrección de 1765,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Abril 1765,El maestro de danzar,,,,,1536,Los condes,,Entremés,1,,,Sainete para empezar la temporada de Resurrección de 1765,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Abril 1765,Apeles y Campaspe,,,,,2238,Las colas,,Entremés,1,,,Sainete: La crítica,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Abril 1765,Apeles y Campaspe,,,,,3281,Las colas,,Entremés,1,,,Sainete: La crítica,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Abril 1765,Apeles y Campaspe,,,,,1299,Las colas,,Entremés,1,,,Sainete: La crítica,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Abril 1765,Cómo se comunican dos estrellas contrarias ,,,,,1605,El pésame de Medranos,,Entremés,1,,,Sainete: El doblón de a ocho,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Abril 1765,Cómo se comunican dos estrellas contrarias ,,,,,1135,El pésame de Medranos,,Entremés,1,,,Sainete: El doblón de a ocho,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Abril 1765,El príncipe tonto,,,,,2306,El pésame de Medranos,,Entremés,1,,,Sainete: El doblón de a ocho,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Abril 1765,El primer templo de amor,,,,,2184,,Ramón Orozco,Sainetes,1,,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Abril 1765,El primer templo de amor,,,,,1959,,Ramón Orozco,Sainetes,1,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Abril 1765,El primer templo de amor,,,,,3061,,Ramón Orozco,Sainetes,1,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Abril 1765,El primer templo de amor,,,,,1741,,Ramón Orozco,Sainetes,1,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Abril 1765,El robo de las Sabinas,,,,,1803,"Francisco, ¿qué tienes?",,Entremés,1,,,Sainete: El ensayo,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Abril 1765,El robo de las Sabinas,,,,,1071,"Francisco, ¿qué tienes?",,Entremés,1,,,Sainete: El ensayo,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
