Performance Date,Play 1 Title,Author 1 Name,Play 1 Genre,Play 1 # of Acts,Play 1 Date of Premier,Play 1 Box Office Receipts,Play 2 Title,Author 2 Name,Play 2 Genre,Play 2 # of Acts,Play 2 Date of Premier,Play 2 Box Office Receipts,Play 3,Company Director,Day of the Week
04 Enero 1749,"*El hombre más feo del mundo, Esopo el fabulador",,,,,1864,,,Sainetes,1,1749,,,Joseph de Parra,Saturday
05 Enero 1749,"*El hombre más feo del mundo, Esopo el fabulador",,,,,3221,,,Sainetes,1,1749,,,Joseph de Parra,Sunday
06 Enero 1749,"*El hombre más feo del mundo, Esopo el fabulador",,,,,2352,,,Sainetes,1,1749,,,Joseph de Parra,Monday
07 Enero 1749,"*El hombre más feo del mundo, Esopo el fabulador",,,,,1882,,,Sainetes,1,1749,,,Joseph de Parra,Tuesday
08 Enero 1749,"*El hombre más feo del mundo, Esopo el fabulador",,,,,1258,,,Sainetes,1,1749,,,Joseph de Parra,Wednesday
09 Enero 1749,"*El hombre más feo del mundo, Esopo el fabulador",,,,,1458,,,Sainetes,1,1749,,,Joseph de Parra,Thursday
10 Enero 1749,La tía y la sobrina,,,,,1327,,,,,,,,Joseph de Parra,Friday
11 Enero 1749,La tía y la sobrina,,,,,2698,,,,,,,,Joseph de Parra,Saturday
12 Enero 1749,La tía y la sobrina,,,,,1234,,,,,,,,Joseph de Parra,Sunday
13 Enero 1749,El tío y el sobrino y de tres novios ninguno,,,,1749,2530,,,,,,,,Joseph de Parra,Monday
14 Enero 1749,El tío y el sobrino y de tres novios ninguno,,,,1749,1576,,,,,,,,Joseph de Parra,Tuesday
15 Enero 1749,El tío y el sobrino y de tres novios ninguno,,,,1749,1709,,,,,,,,Joseph de Parra,Wednesday
16 Enero 1749,El tío y el sobrino y de tres novios ninguno,,,,1749,1014,,,,,,,,Joseph de Parra,Thursday
17 Enero 1749,La prudencia en la niñez,,,,,2268,,,,,,,,Joseph de Parra,Friday
18 Enero 1749,La prudencia en la niñez,,,,,1442,,,,,,,,Joseph de Parra,Saturday
20 Enero 1749,La prudencia en la niñez,,,,,1674,,,,,,,,Joseph de Parra,Monday
21 Enero 1749,La prudencia en la niñez,,,,,1107,,,,,,,,Joseph de Parra,Tuesday
23 Enero 1749,La prudencia en la niñez,,,,,1747,,,,,,,,Joseph de Parra,Thursday
24 Enero 1749,Dar tiempo al tiempo,,,,,730,,,,,,,,Joseph de Parra,Friday
25 Enero 1749,Dar tiempo al tiempo,,,,,421,,,,,,,,Joseph de Parra,Saturday
26 Enero 1749,El genízaro de Hungría,,,,,1037,,,,,,,,Joseph de Parra,Sunday
29 Enero 1749,Competidor hijo y padre,,,,,1257,,,,,,,,Joseph de Parra,Wednesday
30 Enero 1749,Competidor hijo y padre,,,,,1773,,,,,,,,Joseph de Parra,Thursday
1 Febrero 1749,Competidor hijo y padre,,,,,918,,,,,,,,Joseph de Parra,Saturday
2 Febrero 1749,Competidor hijo y padre,,,,,547,,,,,,,,Joseph de Parra,Sunday
4 Febrero 1749,No hay dicha ni desdicha hasta la muerte,,,,,454,,,,,,,,Joseph de Parra,Tuesday
5 Febrero 1749,No hay dicha ni desdicha hasta la muerte,,,,,710,,,,,,,,Joseph de Parra,Wednesday
7 Febrero 1749,*Don Juan de Espina en Madrid,,,,,3642,,,,,,,,Joseph de Parra,Friday
8 Febrero 1749,*Don Juan de Espina en Madrid,,,,,2351,,,,,,,,Joseph de Parra,Saturday
9 Febrero 1749,*Don Juan de Espina en Madrid,,,,,3957,,,,,,,,Joseph de Parra,Sunday
11 Febrero 1749,*Don Juan de Espina en Madrid,,,,,2596,,,,,,,,Joseph de Parra,Tuesday
12 Febrero 1749,*Don Juan de Espina en Madrid,,,,,1712,,,,,,,,Joseph de Parra,Wednesday
14 Febrero 1749,*Don Juan de Espina en Madrid,,,,,3475,,,,,,,,Joseph de Parra,Friday
15 Febrero 1749,*Don Juan de Espina en Madrid,,,,,3374,,,,,,,,Joseph de Parra,Saturday
16 Febrero 1749,*Don Juan de Espina en Madrid,,,,,4230,,,,,,,,Joseph de Parra,Sunday
17 Febrero 1749,*Don Juan de Espina en Madrid,,,,,3242,,,,,,,,Joseph de Parra,Monday
18 Febrero 1749,*Don Juan de Espina en Madrid,,,,,3004,,,,,,,,Joseph de Parra,Tuesday
,,,,,,,,,,,,,,,
10 Abril 1757,El parecido en la Corte,,,,,3292,,,,,,,,María Hidalgo,Sunday
11 Abril 1757,El parecido en la Corte,,,,,2924,,,,,,,,María Hidalgo,Monday
12 Abril 1757,El parecido en la Corte,,,,,2368,,,,,,,,María Hidalgo,Tuesday
13 Abril 1757,El parecido en la Corte,,,,,1081,,,,,,,,María Hidalgo,Wednesday
14 Abril 1757,El jenízaro (1ª parte),,,,,1409,,,,,,,,María Hidalgo,Thursday
15 Abril 1757,El jenízaro (1ª parte),,,,,723,,,,,,,,María Hidalgo,Friday
16 Abril 1757,El jenízaro (2ª parte),,,,,910,,,,,,,,María Hidalgo,Saturday
17 Abril 1757,El jenízaro (2ª parte),,,,,1610,,,,,,,,María Hidalgo,Sunday
18 Abril 1757,Apeles y Campaspe,,,,,2026,,,,,,,,María Hidalgo,Monday
19 Abril 1757,Apeles y Campaspe,,,,,1174,,,,,,,,María Hidalgo,Tuesday
20 Abril 1757,Apeles y Campaspe,,,,,867,,,,,,,,María Hidalgo,Wednesday
21 Abril 1757,Don Lucas del Cigarral,,,,,1884,,,,,,,,María Hidalgo,Thursday
22 Abril 1757,El primer rey de Navarra,,,,,2389,,,,,,,,María Hidalgo,Friday
23 Abril 1757,El primer rey de Navarra,,,,,1819,,,,,,,,María Hidalgo,Saturday
24 Abril 1757,El primer rey de Navarra,,,,,3453,,,,,,,,María Hidalgo,Sunday
25 Abril 1757,El garrote más bien dado,,,,,1341,,,,,,,,María Hidalgo,Monday
26 Abril 1757,El garrote más bien dado,,,,,1086,,,,,,,,María Hidalgo,Tuesday
27 Abril 1757,El príncipe perseguido,,,,,936,,,,,,,,María Hidalgo,Wednesday
28 Abril 1757,El príncipe perseguido,,,,,1185,,,,,,,,María Hidalgo,Thursday
29 Abril 1757,El primer templo de Amor,,,,,2002,,,,,,,,María Hidalgo,Friday
30 Abril 1757,El primer templo de Amor,,,,,2099,,,,,,,,María Hidalgo,Saturday
01 Mayo 1757,El primer templo de Amor,,,,,2545,,,,,,,,María Hidalgo,Sunday
02 Mayo 1757,El primer templo de Amor,,,,,1537,,,,,,,,María Hidalgo,Monday
03 Mayo 1757,El primer templo de Amor,,,,,1503,,,,,,,,María Hidalgo,Tuesday
04 Mayo 1757,El hidalgote de Jaca,,,,,1379,,,,,,,,María Hidalgo,Wednesday
05 Mayo 1757,El hidalgote de Jaca,,,,,1274,,,,,,,,María Hidalgo,Thursday
06 Mayo 1757,Las niñeces de Roldán,,,,,1778,,,,,,,,María Hidalgo,Friday
07 Mayo 1757,Las niñeces de Roldán,,,,,2154,,,,,,,,María Hidalgo,Saturday
08 Mayo 1757,Las niñeces de Roldán,,,,,3745,,,,,,,,María Hidalgo,Sunday
09 Mayo 1757,Las niñeces de Roldán,,,,,2429,,,,,,,,María Hidalgo,Monday
10 Mayo 1757,Las niñeces de Roldán,,,,,1820,,,,,,,,María Hidalgo,Tuesday
11 Mayo 1757,Las niñeces de Roldán,,,,,1060,,,,,,,,María Hidalgo,Wednesday
12 Mayo 1757,El amo criado,,,,,1214,,,,,,,,María Hidalgo,Thursday
13 Mayo 1757,Castigando premia amor,,,,,1077,,,,,,,,María Hidalgo,Friday
14 Mayo 1757,La dama duende,Pedro Calderón de la Barca,,,,1104,,,,,,,,María Hidalgo,Saturday
15 Mayo 1757,La dama duende,Pedro Calderón de la Barca,,,,1525,,,,,,,,María Hidalgo,Sunday
16 Mayo 1757,El príncipe tonto,,,,,1538,,,,,,,,María Hidalgo,Monday
17 Mayo 1757,El príncipe tonto,,,,,1605,,,,,,,,María Hidalgo,Tuesday
18 Mayo 1757,El valiente Campuzano,,,,,575,,,,,,,,María Hidalgo,Wednesday
19 Mayo 1757,*Apolo y Clímene,,zarzuela,,,3414,,,,,,,,María Hidalgo,Thursday
20 Mayo 1757,*Apolo y Clímene,,zarzuela,,,2141,,,,,,,,María Hidalgo,Friday
21 Mayo 1757,*Apolo y Clímene,,zarzuela,,,1599,,,,,,,,María Hidalgo,Saturday
22 Mayo 1757,*Apolo y Clímene,,zarzuela,,,3132,,,,,,,,María Hidalgo,Sunday
23 Mayo 1757,*Apolo y Clímene,,zarzuela,,,1681,,,,,,,,María Hidalgo,Monday
24 Mayo 1757,No puede ser guardar una mujer,,,,,1285,,,,,,,,María Hidalgo,Tuesday
25 Mayo 1757,No puede ser guardar una mujer,,,,,959,,,,,,,,María Hidalgo,Wednesday
26 Mayo 1757,La lavandera de Nápoles,,,,,1079,,,,,,,,María Hidalgo,Thursday
27 Mayo 1757,La lavandera de Nápoles,,,,,763,,,,,,,,María Hidalgo,Friday
28 Mayo 1757,*El arca de Noé,,,,,2873,,,,,,,,María Hidalgo,Saturday
29 Mayo 1757,*El arca de Noé,,,,,4884,,,,,,,,María Hidalgo,Sunday
30 Mayo 1757,*El arca de Noé,,,,,3480,,,,,,,,María Hidalgo,Monday
31 Mayo 1757,*El arca de Noé,,,,,4764,,,,,,,,María Hidalgo,Tuesday
01 Junio 1757,*El arca de Noé,,,,,3465,,,,,,,,María Hidalgo,Wednesday
02 Junio 1757,*El arca de Noé,,,,,3283,,,,,,,,María Hidalgo,Thursday
03 Junio 1757,*El arca de Noé,,,,,2417,,,,,,,,María Hidalgo,Friday
04 Junio 1757,*El arca de Noé,,,,,1978,,,,,,,,María Hidalgo,Saturday
05 Junio 1757,*El arca de Noé,,,,,3788,,,,,,,,María Hidalgo,Sunday
06 Junio 1757,*El arca de Noé,,,,,1825,,,,,,,,María Hidalgo,Monday
07 Junio 1757,Cada uno para sí,,,,,654,,,,,,,,María Hidalgo,Tuesday
08 Junio 1757,La fuerza del natural,,,,,1185,,,,,,,,María Hidalgo,Wednesday
09 Junio 1757,La fuerza del natural,,,,,1776,,,,,,,,María Hidalgo,Thursday
10 Junio 1757,Sancho el Bueno y Sancho el Malo,,,,,951,,,,,,,,María Hidalgo,Friday
11 Junio 1757,Sancho el Bueno y Sancho el Malo,,,,,877,,,,,,,,María Hidalgo,Saturday
12 Junio 1757,El falso nuncio de Portugal,,,,,3287,,,,,,,,María Hidalgo,Sunday
13 Junio 1757,El falso nuncio de Portugal,,,,,1926,,,,,,,,María Hidalgo,Monday
17 Junio 1757,*El diablo mudo,,auto,,,4088,,,,,,,,María Hidalgo,Friday
18 Junio 1757,*El diablo mudo,,auto,,,3968,,,,,,,,María Hidalgo,Saturday
19 Junio 1757,*El diablo mudo,,auto,,,4528,,,,,,,,María Hidalgo,Sunday
20 Junio 1757,*El diablo mudo,,auto,,,3835,,,,,,,,María Hidalgo,Monday
21 Junio 1757,*El diablo mudo,,auto,,,2966,,,,,,,,María Hidalgo,Tuesday
22 Junio 1757,*El diablo mudo,,auto,,,2999,,,,,,,,María Hidalgo,Wednesday
23 Junio 1757,*El diablo mudo,,auto,,,2905,,,,,,,,María Hidalgo,Thursday
24 Junio 1757,*El diablo mudo,,auto,,,4121,,,,,,,,María Hidalgo,Friday
25 Junio 1757,*El diablo mudo,,auto,,,2837,,,,,,,,María Hidalgo,Saturday
26 Junio 1757,*El diablo mudo,,auto,,,4320,,,,,,,,María Hidalgo,Sunday
27 Junio 1757,*El diablo mudo,,auto,,,3142,,,,,,,,María Hidalgo,Monday
28 Junio 1757,*El diablo mudo,,auto,,,2966,,,,,,,,María Hidalgo,Tuesday
29 Junio 1757,*El diablo mudo,,auto,,,4838,,,,,,,,María Hidalgo,Wednesday
30 Junio 1757,*El diablo mudo,,auto,,,4340,,,,,,,,María Hidalgo,Thursday
01 Julio 1757,*El diablo mudo,,auto,,,3453,,,,,,,,María Hidalgo,Friday
02 Julio 1757,*El diablo mudo,,auto,,,2959,,,,,,,,María Hidalgo,Saturday
03 Julio 1757,*El diablo mudo,,auto,,,4035,,,,,,,,María Hidalgo,Sunday
04 Julio 1757,*El diablo mudo,,auto,,,2694,,,,,,,,María Hidalgo,Monday
05 Julio 1757,*El diablo mudo,,auto,,,2133,,,,,,,,María Hidalgo,Tuesday
06 Julio 1757,*El diablo mudo,,auto,,,2124,,,,,,,,María Hidalgo,Wednesday
07 Julio 1757,*El diablo mudo,,auto,,,2535,,,,,,,,María Hidalgo,Thursday
08 Julio 1757,*El diablo mudo,,auto,,,1645,,,,,,,,María Hidalgo,Friday
09 Julio 1757,*El diablo mudo,,auto,,,1944,,,,,,,,María Hidalgo,Saturday
10 Julio 1757,*El diablo mudo,,auto,,,4017,,,,,,,,María Hidalgo,Sunday
11 Julio 1757,*El diablo mudo,,auto,,,2897,,,,,,,,María Hidalgo,Monday
17 Julio 1757,La exaltación de la Cruz,,,,,1718,,,,,,,,María Hidalgo,Sunday
24 Julio 1757,Los mártires de Madrid,,,,,1408,,,,,,,,María Hidalgo,Sunday
25 Julio 1757,Los carboneros de Francia,,,,,1600,,,,,,,,María Hidalgo,Monday
26 Julio 1757,Los carboneros de Francia,,,,,992,,,,,,,,María Hidalgo,Tuesday
31 Julio 1757,La más hidalga hermosura,,,,,1917,,,,,,,,María Hidalgo,Sunday
07 Agosto 1757,Dios hace justicia a todos,,,,,2336,,,,,,,,María Hidalgo,Sunday
10 Agosto 1757,Los bandos de Castilla,,,,,1688,,,,,,,,María Hidalgo,Wednesday
14 Agosto 1757,El tejedor de Segovia (1ª parte),,,,,2447,,,,,,,,María Hidalgo,Sunday
15 Agosto 1757,El tejedor de Segovia (2ª parte),,,,,2821,,,,,,,,María Hidalgo,Monday
21 Agosto 1757,El mejor par de los doce,,,,,2644,,,,,,,,María Hidalgo,Sunday
24 Agosto 1757,El guapo Francisco Esteban,,,,,1930,,,,,,,,María Hidalgo,Wednesday
25 Agosto 1757,Eco y Narciso (Nª Sª de la Novena),,,,,3768,,,,,,,,María Hidalgo,Thursday
28 Agosto 1757,El mejor alcalde el rey,,,,,2355,,,,,,,,María Hidalgo,Sunday
04 Septiembre 1757,El defensor de su agravio,,,,,2986,,,,,,,,María Hidalgo,Sunday
07 Septiembre 1757,La hija del aire (1ª parte),Pedro Calderón de la Barca,,,,1029,,,,,,,,Josef de Parra,Wednesday
08 Septiembre 1757,La hija del aire (2ª parte),Pedro Calderón de la Barca,,,,2645,,,,,,,,Josef de Parra,Thursday
09 Septiembre 1757,"En confusiones de amor, cómo se engañan los celos",,,,,1248,,,,,,,,Josef de Parra,Friday
10 Septiembre 1757,"En confusiones de amor, cómo se engañan los celos",,,,,622,,,,,,,,Josef de Parra,Saturday
11 Septiembre 1757,"En confusiones de amor, cómo se engañan los celos",,,,,2318,,,,,,,,Josef de Parra,Sunday
12 Septiembre 1757,La mujer contra el consejo,,,,,597,,,,,,,,Josef de Parra,Monday
13 Septiembre 1757,La mujer contra el consejo,,,,,,,,,,,,,Josef de Parra,Tuesday
14 Septiembre 1757,Perderse por no perderse,,,,,469,,,,,,,,Josef de Parra,Wednesday
15 Septiembre 1757,Las armas de la hermosura,,,,,769,,,,,,,,Josef de Parra,Thursday
16 Septiembre 1757,El más justo rey de Grecia,,,,,1846,,,,,,,,Josef de Parra,Friday
17 Septiembre 1757,El más justo rey de Grecia,,,,,1805,,,,,,,,Josef de Parra,Saturday
18 Septiembre 1757,El más justo rey de Grecia,,,,,2909,,,,,,,,Josef de Parra,Sunday
19 Septiembre 1757,El más justo rey de Grecia,,,,,1317,,,,,,,,Josef de Parra,Monday
20 Septiembre 1757,El más justo rey de Grecia,,,,,831,,,,,,,,Josef de Parra,Tuesday
21 Septiembre 1757,El más justo rey de Grecia,,,,,1011,,,,,,,,Josef de Parra,Wednesday
22 Septiembre 1757,El conde de Sex,,,,,691,,,,,,,,Josef de Parra,Thursday
23 Septiembre 1757,Para vencer amor querer vencerle,,,,,422,,,,,,,,Josef de Parra,Friday
24 Septiembre 1757,La más constante mujer,,,,,649,,,,,,,,Josef de Parra,Saturday
25 Septiembre 1757,La más constante mujer,,,,,1428,,,,,,,,Josef de Parra,Sunday
26 Septiembre 1757,El duelo contra su dama,,,,,619,,,,,,,,Josef de Parra,Monday
27 Septiembre 1757,El duelo contra su dama,,,,,663,,,,,,,,Josef de Parra,Tuesday
28 Septiembre 1757,Los siete infantes de Lara,,,,,750,,,,,,,,Josef de Parra,Wednesday
29 Septiembre 1757,Los siete infantes de Lara,,,,,836,,,,,,,,Josef de Parra,Thursday
30 Septiembre 1757,El primer rey de Aragón,,,,,1206,,,,,,,,Josef de Parra,Friday
01 Octubre 1757,El primer rey de Aragón,,,,,795,,,,,,,,Josef de Parra,Saturday
02 Octubre 1757,El primer rey de Aragón,,,,,2436,,,,,,,,Josef de Parra,Sunday
03 Octubre 1757,Los amantes de Teruel,,,,,565,,,,,,,,Josef de Parra,Monday
04 Octubre 1757,Los amantes de Teruel,,,,,1030,,,,,,,,Josef de Parra,Tuesday
05 Octubre 1757,El príncipe don Carlos,,,,,767,,,,,,,,Josef de Parra,Wednesday
06 Octubre 1757,El príncipe don Carlos,,,,,944,,,,,,,,Josef de Parra,Thursday
07 Octubre 1757,Troya abrasada por el astuto Sinón,,,,,1275,,,,,,,,Josef de Parra,Friday
08 Octubre 1757,Troya abrasada por el astuto Sinón,,,,,1165,,,,,,,,Josef de Parra,Saturday
09 Octubre 1757,Troya abrasada por el astuto Sinón,,,,,3378,,,,,,,,Josef de Parra,Sunday
10 Octubre 1757,Troya abrasada por el astuto Sinón,,,,,1474,,,,,,,,Josef de Parra,Monday
11 Octubre 1757,Troya abrasada por el astuto Sinón,,,,,858,,,,,,,,Josef de Parra,Tuesday
12 Octubre 1757,Si una vez llega a querer la más firme es la mujer,,,,,1151,,,,,,,,Josef de Parra,Wednesday
13 Octubre 1757,Si una vez llega a querer la más firme es la mujer,,,,,794,,,,,,,,Josef de Parra,Thursday
14 Octubre 1757,El maestro de Alejandro,,,,,510,,,,,,,,Josef de Parra,Friday
15 Octubre 1757,"Quitar el cordel del cuello es la más justa venganza, y venerable Antón Martín",,,,,2621,,,,,,,,Josef de Parra,Saturday
16 Octubre 1757,"Quitar el cordel del cuello es la más justa venganza, y venerable Antón Martín",,,,,3386,,,,,,,,Josef de Parra,Sunday
17 Octubre 1757,"Quitar el cordel del cuello es la más justa venganza, y venerable Antón Martín",,,,,1494,,,,,,,,Josef de Parra,Monday
18 Octubre 1757,"Quitar el cordel del cuello es la más justa venganza, y venerable Antón Martín",,,,,1305,,,,,,,,Josef de Parra,Tuesday
19 Octubre 1757,La inclinación española,,,,,1142,,,,,,,,Josef de Parra,Wednesday
20 Octubre 1757,La inclinación española,,,,,1194,,,,,,,,Josef de Parra,Thursday
21 Octubre 1757,El pleito de Hernán Cortés con Pánfilo de Narváez,,,,,2117,,,,,,,,Josef de Parra,Friday
22 Octubre 1757,El pleito de Hernán Cortés con Pánfilo de Narváez,,,,,1154,,,,,,,,Josef de Parra,Saturday
23 Octubre 1757,El pleito de Hernán Cortés con Pánfilo de Narváez,,,,,3210,,,,,,,,Josef de Parra,Sunday
24 Octubre 1757,El pleito de Hernán Cortés con Pánfilo de Narváez,,,,,958,,,,,,,,Josef de Parra,Monday
25 Octubre 1757,El desdén con el desdén,,,,,1282,,,,,,,,Josef de Parra,Tuesday
26 Octubre 1757,*Quien complace a la deidad acierta a sacrificar,,zarzuela,,1757,3937,,,,,,,,Josef de Parra,Wednesday
27 Octubre 1757,*Quien complace a la deidad acierta a sacrificar,,zarzuela,,1757,3893,,,,,,,,Josef de Parra,Thursday
28 Octubre 1757,*Quien complace a la deidad acierta a sacrificar,,zarzuela,,1757,3148,,,,,,,,Josef de Parra,Friday
29 Octubre 1757,*Quien complace a la deidad acierta a sacrificar,,zarzuela,,1757,2069,,,,,,,,Josef de Parra,Saturday
30 Octubre 1757,*Quien complace a la deidad acierta a sacrificar,,zarzuela,,1757,3495,,,,,,,,Josef de Parra,Sunday
31 Octubre 1757,*Quien complace a la deidad acierta a sacrificar,,zarzuela,,1757,2226,,,,,,,,Josef de Parra,Monday
02 Noviembre 1757,Manasés rey de Judea (sic),,,,,1208,,,,,,,,Josef de Parra,Wednesday
03 Noviembre 1757,Manasés rey de Judea (sic),,,,,1210,,,,,,,,Josef de Parra,Thursday
04 Noviembre 1757,Manasés rey de Judea (sic),,,,,1056,,,,,,,,Josef de Parra,Friday
05 Noviembre 1757,Manasés rey de Judea (sic),,,,,1107,,,,,,,,Josef de Parra,Saturday
06 Noviembre 1757,Manasés rey de Judea (sic),,,,,2523,,,,,,,,Josef de Parra,Sunday
07 Noviembre 1757,El rey don Enrique el Enfermo,,,,,1449,,,,,,,,Josef de Parra,Monday
08 Noviembre 1757,El rey don Enrique el Enfermo,,,,,945,,,,,,,,Josef de Parra,Tuesday
09 Noviembre 1757,La venganza en el despeño,,,,,689,,,,,,,,Josef de Parra,Wednesday
10 Noviembre 1757,La venganza en el despeño,,,,,504,,,,,,,,Josef de Parra,Thursday
11 Noviembre 1757,Juan Sánchez de Talavera,,,,,1315,,,,,,,,Josef de Parra,Friday
12 Noviembre 1757,Juan Sánchez de Talavera,,,,,919,,,,,,,,Josef de Parra,Saturday
13 Noviembre 1757,Juan Sánchez de Talavera,,,,,2547,,,,,,,,Josef de Parra,Sunday
14 Noviembre 1757,Las doncellas de Simancas,,,,,586,,,,,,,,Josef de Parra,Monday
15 Noviembre 1757,Las doncellas de Simancas,,,,,1035,,,,,,,,Josef de Parra,Tuesday
16 Noviembre 1757,El secreto a voces,,,,,523,,,,,,,,Josef de Parra,Wednesday
17 Noviembre 1757,El secreto a voces,,,,,746,,,,,,,,Josef de Parra,Thursday
18 Noviembre 1757,La gitanilla de Memfis,,,,,899,,,,,,,,Josef de Parra,Friday
19 Noviembre 1757,La gitanilla de Memfis,,,,,1296,,,,,,,,Josef de Parra,Saturday
20 Noviembre 1757,La gitanilla de Memfis,,,,,2660,,,,,,,,Josef de Parra,Sunday
21 Noviembre 1757,Lances de amor y fortuna,,,,,1026,,,,,,,,Josef de Parra,Monday
22 Noviembre 1757,Lances de amor y fortuna,,,,,889,,,,,,,,Josef de Parra,Tuesday
23 Noviembre 1757,La cisma de Inglaterra,,,,,664,,,,,,,,Josef de Parra,Wednesday
24 Noviembre 1757,La cisma de Inglaterra,,,,,703,,,,,,,,Josef de Parra,Thursday
25 Noviembre 1757,*La fe de Abraán,,,,1757,3125,,,,,,,,Josef de Parra,Friday
26 Noviembre 1757,*La fe de Abraán,,,,1757,3256,,,,,,,,Josef de Parra,Saturday
27 Noviembre 1757,*La fe de Abraán,,,,1757,5391,,,,,,,,Josef de Parra,Sunday
28 Noviembre 1757,*La fe de Abraán,,,,1757,4815,,,,,,,,Josef de Parra,Monday
29 Noviembre 1757,*La fe de Abraán,,,,1757,3537,,,,,,,,Josef de Parra,Tuesday
30 Noviembre 1757,*La fe de Abraán,,,,1757,5307,,,,,,,,Josef de Parra,Wednesday
01 Diciembre 1757,*La fe de Abraán,,,,1757,4610,,,,,,,,Josef de Parra,Thursday
02 Diciembre 1757,*La fe de Abraán,,,,1757,3571,,,,,,,,Josef de Parra,Friday
03 Diciembre 1757,*La fe de Abraán,,,,1757,2643,,,,,,,,Josef de Parra,Saturday
04 Diciembre 1757,*La fe de Abraán,,,,1757,5442,,,,,,,,Josef de Parra,Sunday
05 Diciembre 1757,*La fe de Abraán,,,,1757,3380,,,,,,,,Josef de Parra,Monday
06 Diciembre 1757,*La fe de Abraán,,,,1757,2553,,,,,,,,Josef de Parra,Tuesday
07 Diciembre 1757,*La fe de Abraán,,,,1757,2021,,,,,,,,Josef de Parra,Wednesday
08 Diciembre 1757,*La fe de Abraán,,,,1757,4563,,,,,,,,Josef de Parra,Thursday
09 Diciembre 1757,*La fe de Abraán,,,,1757,2748,,,,,,,,Josef de Parra,Friday
10 Diciembre 1757,*La fe de Abraán,,,,1757,1756,,,,,,,,Josef de Parra,Saturday
11 Diciembre 1757,*La fe de Abraán,,,,1757,3244,,,,,,,,Josef de Parra,Sunday
12 Diciembre 1757,La gran Cenobia,,,,,617,,,,,,,,Josef de Parra,Monday
13 Diciembre 1757,Los áspides de Cleopatra,,,,,761,,,,,,,,Josef de Parra,Tuesday
14 Diciembre 1757,El monstruo de los jardines,,,,,766,,,,,,,,Josef de Parra,Wednesday
15 Diciembre 1757,El monstruo de los jardines,,,,,632,,,,,,,,Josef de Parra,Thursday
16 Diciembre 1757,Lo que vale ser devoto de San Antonio de Padua,,,,,1055,,,,,,,,Josef de Parra,Friday
17 Diciembre 1757,Lo que vale ser devoto de San Antonio de Padua,,,,,896,,,,,,,,Josef de Parra,Saturday
18 Diciembre 1757,Lo que vale ser devoto de San Antonio de Padua,,,,,1442,,,,,,,,Josef de Parra,Sunday
19 Diciembre 1757,Mudanzas de la fortuna,,,,,414,,,,,,,,Josef de Parra,Monday
